"Redis-Alone","Redis-1","MMS-1","SYS-CPU","SYS-MEM","SYS-FILEIO","Network","Stream-Spark","Stream-Storm","Total,Throughput"
0,1,1,0,0,0,0,0,0,4.8600
0,2,1,0,0,0,0,0,0,5.7800
0,3,1,0,0,0,0,0,0,7.0100
0,4,1,0,0,0,0,0,0,7.1100
0,5,1,0,0,0,0,0,0,7.4200
0,6,1,0,0,0,0,0,0,8.3600
0,7,1,0,0,0,0,0,0,8.4900
0,0,1,1,0,0,0,0,0,3.3400
0,0,1,2,0,0,0,0,0,5.3700
0,0,1,3,0,0,0,0,0,7.4500
0,0,1,4,0,0,0,0,0,9.2200
0,0,1,5,0,0,0,0,0,10.3100
0,0,1,6,0,0,0,0,0,11.4800
0,0,1,7,0,0,0,0,0,12.9400
0,0,1,0,1,0,0,0,0,2.3900
0,0,1,0,2,0,0,0,0,3.4900
0,0,1,0,3,0,0,0,0,4.6100
0,0,1,0,4,0,0,0,0,5.4700
0,0,1,0,5,0,0,0,0,5.8770
0,0,1,0,6,0,0,0,0,6.4600
0,0,1,0,7,0,0,0,0,7.0000
0,0,1,0,0,1,0,0,0,1.3300
0,0,1,0,0,2,0,0,0,1.6600
0,0,1,0,0,3,0,0,0,1.5900
0,0,1,0,0,4,0,0,0,1.8700
0,0,1,0,0,5,0,0,0,2.6920
0,0,1,0,0,6,0,0,0,3.1470
0,0,1,0,0,7,0,0,0,3.1800
0,0,1,0,0,0,1,0,0,3.3100
0,0,1,0,0,0,2,0,0,4.2200
0,0,1,0,0,0,3,0,0,4.7900
0,0,1,0,0,0,4,0,0,4.9100
0,0,1,0,0,0,5,0,0,5.0400
0,0,1,0,0,0,6,0,0,4.9300
0,0,1,0,0,0,7,0,0,3.1100
0,0,1,0,0,0,0,1,0,11.2470
0,0,1,0,0,0,0,2,0,21.0620
0,0,1,0,0,0,0,3,0,30.6710
0,0,1,0,0,0,0,4,0,40.6570
0,0,1,0,0,0,0,5,0,50.2360
0,0,1,0,0,0,0,6,0,58.3210
0,0,1,0,0,0,0,7,0,68.3740
0,0,1,0,0,0,0,0,1,6.4810
0,0,1,0,0,0,0,0,2,14.2010
0,0,1,0,0,0,0,0,3,17.6920
0,0,1,0,0,0,0,0,4,23.8170
0,0,1,0,0,0,0,0,5,30.2150
0,0,1,0,0,0,0,0,6,36.1580
0,0,1,0,0,0,0,0,7,41.8520
0,0,0,1,0,0,0,0,0,2.0400
1,0,0,1,0,0,0,0,0,3.2400
2,0,0,1,0,0,0,0,0,4.4600
3,0,0,1,0,0,0,0,0,5.4100
4,0,0,1,0,0,0,0,0,6.0900
5,0,0,1,0,0,0,0,0,6.7400
6,0,0,1,0,0,0,0,0,7.3400
7,0,0,1,0,0,0,0,0,7.8800
0,1,0,1,0,0,0,0,0,3.2400
0,2,0,1,0,0,0,0,0,4.4900
0,3,0,1,0,0,0,0,0,5.5900
0,4,0,1,0,0,0,0,0,6.0500
0,5,0,1,0,0,0,0,0,6.9400
0,6,0,1,0,0,0,0,0,7.3000
0,7,0,1,0,0,0,0,0,8.0400
0,0,1,1,0,0,0,0,0,3.3400
0,0,2,1,0,0,0,0,0,4.6400
0,0,3,1,0,0,0,0,0,5.8900
0,0,4,1,0,0,0,0,0,6.8700
0,0,5,1,0,0,0,0,0,8.0000
0,0,6,1,0,0,0,0,0,9.2900
0,0,7,1,0,0,0,0,0,10.5700
0,0,0,1,1,0,0,0,0,3.1700
0,0,0,1,2,0,0,0,0,4.2700
0,0,0,1,3,0,0,0,0,5.3800
0,0,0,1,4,0,0,0,0,5.6700
0,0,0,1,5,0,0,0,0,6.2000
0,0,0,1,6,0,0,0,0,6.7600
0,0,0,1,7,0,0,0,0,7.3000
0,0,0,1,0,1,0,0,0,3.3200
0,0,0,1,0,2,0,0,0,3.9900
0,0,0,1,0,3,0,0,0,4.0300
0,0,0,1,0,4,0,0,0,2.7900
0,0,0,1,0,5,0,0,0,2.4800
0,0,0,1,0,6,0,0,0,4.0100
0,0,0,1,0,7,0,0,0,2.2600
0,0,0,1,0,0,1,0,0,4.0900
0,0,0,1,0,0,2,0,0,4.9200
0,0,0,1,0,0,3,0,0,5.3400
0,0,0,1,0,0,4,0,0,5.2800
0,0,0,1,0,0,5,0,0,5.6400
0,0,0,1,0,0,6,0,0,5.4900
0,0,0,1,0,0,7,0,0,3.9000
0,0,0,1,0,0,0,1,0,11.7040
0,0,0,1,0,0,0,2,0,21.2850
0,0,0,1,0,0,0,3,0,30.7850
0,0,0,1,0,0,0,4,0,41.4850
0,0,0,1,0,0,0,5,0,49.7380
0,0,0,1,0,0,0,6,0,59.4360
0,0,0,1,0,0,0,7,0,68.5380
0,0,0,1,0,0,0,0,1,7.3250
0,0,0,1,0,0,0,0,2,13.6780
0,0,0,1,0,0,0,0,3,19.9110
0,0,0,1,0,0,0,0,4,24.7260
0,0,0,1,0,0,0,0,5,29.8350
0,0,0,1,0,0,0,0,6,37.2930
0,0,0,1,0,0,0,0,7,42.0140
0,0,0,0,1,0,0,0,0,1.1200
1,0,0,0,1,0,0,0,0,2.3200
2,0,0,0,1,0,0,0,0,3.3500
3,0,0,0,1,0,0,0,0,4.5300
4,0,0,0,1,0,0,0,0,5.1500
5,0,0,0,1,0,0,0,0,5.7300
6,0,0,0,1,0,0,0,0,6.4800
7,0,0,0,1,0,0,0,0,7.0100
0,1,0,0,1,0,0,0,0,2.3400
0,2,0,0,1,0,0,0,0,3.5300
0,3,0,0,1,0,0,0,0,4.5000
0,4,0,0,1,0,0,0,0,5.3100
0,5,0,0,1,0,0,0,0,5.8100
0,6,0,0,1,0,0,0,0,6.3300
0,7,0,0,1,0,0,0,0,7.4300
0,0,1,0,1,0,0,0,0,2.3900
0,0,2,0,1,0,0,0,0,3.6800
0,0,3,0,1,0,0,0,0,4.9200
0,0,4,0,1,0,0,0,0,5.8000
0,0,5,0,1,0,0,0,0,7.0600
0,0,6,0,1,0,0,0,0,8.7400
0,0,7,0,1,0,0,0,0,9.5600
0,0,0,1,1,0,0,0,0,3.1700
0,0,0,2,1,0,0,0,0,5.2200
0,0,0,3,1,0,0,0,0,7.2600
0,0,0,4,1,0,0,0,0,8.5400
0,0,0,5,1,0,0,0,0,9.9300
0,0,0,6,1,0,0,0,0,10.8800
0,0,0,7,1,0,0,0,0,12.0700
0,0,0,0,1,1,0,0,0,2.4600
0,0,0,0,1,2,0,0,0,2.9900
0,0,0,0,1,3,0,0,0,2.1100
0,0,0,0,1,4,0,0,0,3.0300
0,0,0,0,1,5,0,0,0,3.0200
0,0,0,0,1,6,0,0,0,1.2340
0,0,0,0,1,7,0,0,0,1.3100
0,0,0,0,1,0,1,0,0,3.1900
0,0,0,0,1,0,2,0,0,3.7300
0,0,0,0,1,0,3,0,0,4.4500
0,0,0,0,1,0,4,0,0,4.6000
0,0,0,0,1,0,5,0,0,4.7600
0,0,0,0,1,0,6,0,0,4.7100
0,0,0,0,1,0,7,0,0,2.2900
0,0,0,0,1,0,0,1,0,11.0390
0,0,0,0,1,0,0,2,0,20.0920
0,0,0,0,1,0,0,3,0,30.0190
0,0,0,0,1,0,0,4,0,39.3440
0,0,0,0,1,0,0,5,0,49.0310
0,0,0,0,1,0,0,6,0,58.6090
0,0,0,0,1,0,0,7,0,68.0740
0,0,0,0,1,0,0,0,1,7.2760
0,0,0,0,1,0,0,0,2,12.4740
0,0,0,0,1,0,0,0,3,17.2450
0,0,0,0,1,0,0,0,4,24.2410
0,0,0,0,1,0,0,0,5,28.6890
0,0,0,0,1,0,0,0,6,35.2520
0,0,0,0,1,0,0,0,7,39.6780
0,0,0,0,0,1,0,0,0,1.2100
1,0,0,0,0,1,0,0,0,2.4500
2,0,0,0,0,1,0,0,0,3.3600
3,0,0,0,0,1,0,0,0,3.4500
4,0,0,0,0,1,0,0,0,5.3400
5,0,0,0,0,1,0,0,0,5.3500
6,0,0,0,0,1,0,0,0,7.0400
7,0,0,0,0,1,0,0,0,8.0200
0,1,0,0,0,1,0,0,0,2.3900
0,2,0,0,0,1,0,0,0,2.3700
0,3,0,0,0,1,0,0,0,4.6100
0,4,0,0,0,1,0,0,0,5.5600
0,5,0,0,0,1,0,0,0,6.8700
0,6,0,0,0,1,0,0,0,6.9600
0,7,0,0,0,1,0,0,0,6.7600
0,0,1,0,0,1,0,0,0,1.3300
0,0,2,0,0,1,0,0,0,3.8000
0,0,3,0,0,1,0,0,0,4.3400
0,0,4,0,0,1,0,0,0,6.1700
0,0,5,0,0,1,0,0,0,7.8200
0,0,6,0,0,1,0,0,0,8.8500
0,0,7,0,0,1,0,0,0,9.0000
0,0,0,1,0,1,0,0,0,3.3200
0,0,0,2,0,1,0,0,0,4.3300
0,0,0,3,0,1,0,0,0,7.6600
0,0,0,4,0,1,0,0,0,9.5100
0,0,0,5,0,1,0,0,0,10.5900
0,0,0,6,0,1,0,0,0,10.6900
0,0,0,7,0,1,0,0,0,12.6900
0,0,0,0,1,1,0,0,0,2.4600
0,0,0,0,2,1,0,0,0,3.5700
0,0,0,0,3,1,0,0,0,4.8000
0,0,0,0,4,1,0,0,0,5.6200
0,0,0,0,5,1,0,0,0,6.3500
0,0,0,0,6,1,0,0,0,5.7600
0,0,0,0,7,1,0,0,0,7.6100
0,0,0,0,0,1,1,0,0,3.4100
0,0,0,0,0,1,2,0,0,4.5100
0,0,0,0,0,1,3,0,0,4.7000
0,0,0,0,0,1,4,0,0,5.1200
0,0,0,0,0,1,5,0,0,4.1200
0,0,0,0,0,1,6,0,0,5.3900
0,0,0,0,0,1,7,0,0,2.6700
0,0,0,0,0,1,0,1,0,10.9630
0,0,0,0,0,1,0,2,0,20.2920
0,0,0,0,0,1,0,3,0,30.5120
0,0,0,0,0,1,0,4,0,39.8250
0,0,0,0,0,1,0,5,0,47.8400
0,0,0,0,0,1,0,6,0,58.0820
0,0,0,0,0,1,0,7,0,67.8850
0,0,0,0,0,1,0,0,1,6.6190
0,0,0,0,0,1,0,0,2,11.1060
0,0,0,0,0,1,0,0,3,19.4290
0,0,0,0,0,1,0,0,4,24.9900
0,0,0,0,0,1,0,0,5,28.1110
0,0,0,0,0,1,0,0,6,34.8980
0,0,0,0,0,1,0,0,7,41.1830
0,0,0,0,0,0,1,0,0,1.9100
1,0,0,0,0,0,1,0,0,3.2400
2,0,0,0,0,0,1,0,0,4.0600
3,0,0,0,0,0,1,0,0,4.9600
4,0,0,0,0,0,1,0,0,5.3200
5,0,0,0,0,0,1,0,0,6.4800
6,0,0,0,0,0,1,0,0,6.9100
7,0,0,0,0,0,1,0,0,6.1500
0,1,0,0,0,0,1,0,0,3.3100
0,2,0,0,0,0,1,0,0,4.1700
0,3,0,0,0,0,1,0,0,5.0900
0,4,0,0,0,0,1,0,0,5.6800
0,5,0,0,0,0,1,0,0,6.2500
0,6,0,0,0,0,1,0,0,7.0800
0,7,0,0,0,0,1,0,0,6.6000
0,0,1,0,0,0,1,0,0,3.3100
0,0,2,0,0,0,1,0,0,4.5700
0,0,3,0,0,0,1,0,0,5.6900
0,0,4,0,0,0,1,0,0,6.6900
0,0,5,0,0,0,1,0,0,7.9500
0,0,6,0,0,0,1,0,0,9.0200
0,0,7,0,0,0,1,0,0,9.3400
0,0,0,1,0,0,1,0,0,4.0900
0,0,0,2,0,0,1,0,0,5.8100
0,0,0,3,0,0,1,0,0,7.9300
0,0,0,4,0,0,1,0,0,9.4200
0,0,0,5,0,0,1,0,0,10.5100
0,0,0,6,0,0,1,0,0,11.4800
0,0,0,7,0,0,1,0,0,12.9100
0,0,0,0,1,0,1,0,0,3.1900
0,0,0,0,2,0,1,0,0,4.1200
0,0,0,0,3,0,1,0,0,5.0600
0,0,0,0,4,0,1,0,0,5.8800
0,0,0,0,5,0,1,0,0,6.3300
0,0,0,0,6,0,1,0,0,6.8000
0,0,0,0,7,0,1,0,0,6.1200
0,0,0,0,0,1,1,0,0,3.4100
0,0,0,0,0,2,1,0,0,2.2100
0,0,0,0,0,3,1,0,0,3.8500
0,0,0,0,0,4,1,0,0,4.0300
0,0,0,0,0,5,1,0,0,3.6160
0,0,0,0,0,6,1,0,0,3.9400
0,0,0,0,0,7,1,0,0,2.8200
0,0,0,0,0,0,1,1,0,11.3410
0,0,0,0,0,0,1,2,0,21.6180
0,0,0,0,0,0,1,3,0,30.6570
0,0,0,0,0,0,1,4,0,40.9520
0,0,0,0,0,0,1,5,0,50.0120
0,0,0,0,0,0,1,6,0,59.5260
0,0,0,0,0,0,1,7,0,67.0920
0,0,0,0,0,0,1,0,1,8.3980
0,0,0,0,0,0,1,0,2,13.0730
0,0,0,0,0,0,1,0,3,19.4450
0,0,0,0,0,0,1,0,4,25.4350
0,0,0,0,0,0,1,0,5,29.7990
0,0,0,0,0,0,1,0,6,35.5950
0,0,0,0,0,0,1,0,7,40.9360
0,0,0,0,0,0,0,1,0,9.0580
1,0,0,0,0,0,0,1,0,10.8680
2,0,0,0,0,0,0,1,0,11.9400
3,0,0,0,0,0,0,1,0,13.2170
4,0,0,0,0,0,0,1,0,13.8230
5,0,0,0,0,0,0,1,0,14.5670
6,0,0,0,0,0,0,1,0,15.2020
7,0,0,0,0,0,0,1,0,16.2410
0,1,0,0,0,0,0,1,0,10.7690
0,2,0,0,0,0,0,1,0,12.3790
0,3,0,0,0,0,0,1,0,13.5030
0,4,0,0,0,0,0,1,0,14.0600
0,5,0,0,0,0,0,1,0,14.8590
0,6,0,0,0,0,0,1,0,15.4270
0,7,0,0,0,0,0,1,0,16.1550
0,0,1,0,0,0,0,1,0,11.2470
0,0,2,0,0,0,0,1,0,12.5370
0,0,3,0,0,0,0,1,0,13.8220
0,0,4,0,0,0,0,1,0,14.8880
0,0,5,0,0,0,0,1,0,16.6180
0,0,6,0,0,0,0,1,0,16.9810
0,0,7,0,0,0,0,1,0,19.0820
0,0,0,1,0,0,0,1,0,11.7040
0,0,0,2,0,0,0,1,0,14.2180
0,0,0,3,0,0,0,1,0,15.7570
0,0,0,4,0,0,0,1,0,17.6990
0,0,0,5,0,0,0,1,0,18.9520
0,0,0,6,0,0,0,1,0,20.0870
0,0,0,7,0,0,0,1,0,21.3330
0,0,0,0,1,0,0,1,0,11.0390
0,0,0,0,2,0,0,1,0,11.7850
0,0,0,0,3,0,0,1,0,12.9010
0,0,0,0,4,0,0,1,0,13.9110
0,0,0,0,5,0,0,1,0,14.4550
0,0,0,0,6,0,0,1,0,15.3030
0,0,0,0,7,0,0,1,0,15.4770
0,0,0,0,0,1,0,1,0,10.9630
0,0,0,0,0,2,0,1,0,11.6400
0,0,0,0,0,3,0,1,0,10.8570
0,0,0,0,0,4,0,1,0,9.9460
0,0,0,0,0,5,0,1,0,11.7690
0,0,0,0,0,6,0,1,0,11.8830
0,0,0,0,0,7,0,1,0,11.4720
0,0,0,0,0,0,1,1,0,11.3410
0,0,0,0,0,0,2,1,0,13.0710
0,0,0,0,0,0,3,1,0,13.1350
0,0,0,0,0,0,4,1,0,13.1420
0,0,0,0,0,0,5,1,0,13.3680
0,0,0,0,0,0,6,1,0,13.0980
0,0,0,0,0,0,7,1,0,10.9180
0,0,0,0,0,0,0,1,1,15.4210
0,0,0,0,0,0,0,1,2,20.5000
0,0,0,0,0,0,0,1,3,27.3830
0,0,0,0,0,0,0,1,4,33.4710
0,0,0,0,0,0,0,1,5,37.9330
0,0,0,0,0,0,0,1,6,44.6660
0,0,0,0,0,0,0,1,7,48.4180
0,0,0,0,0,0,0,0,1,4.6880
1,0,0,0,0,0,0,0,1,6.9550
2,0,0,0,0,0,0,0,1,8.5500
3,0,0,0,0,0,0,0,1,8.7560
4,0,0,0,0,0,0,0,1,10.9100
5,0,0,0,0,0,0,0,1,10.8020
6,0,0,0,0,0,0,0,1,11.2450
7,0,0,0,0,0,0,0,1,11.9500
0,1,0,0,0,0,0,0,1,6.3920
0,2,0,0,0,0,0,0,1,8.0100
0,3,0,0,0,0,0,0,1,9.9430
0,4,0,0,0,0,0,0,1,10.1370
0,5,0,0,0,0,0,0,1,11.0280
0,6,0,0,0,0,0,0,1,11.9770
0,7,0,0,0,0,0,0,1,11.7030
0,0,1,0,0,0,0,0,1,6.4810
0,0,2,0,0,0,0,0,1,8.7670
0,0,3,0,0,0,0,0,1,10.4190
0,0,4,0,0,0,0,0,1,11.7930
0,0,5,0,0,0,0,0,1,11.2180
0,0,6,0,0,0,0,0,1,14.6820
0,0,7,0,0,0,0,0,1,13.9260
0,0,0,1,0,0,0,0,1,7.3250
0,0,0,2,0,0,0,0,1,9.7980
0,0,0,3,0,0,0,0,1,11.6300
0,0,0,4,0,0,0,0,1,13.7920
0,0,0,5,0,0,0,0,1,15.7130
0,0,0,6,0,0,0,0,1,15.3850
0,0,0,7,0,0,0,0,1,18.1460
0,0,0,0,1,0,0,0,1,7.2760
0,0,0,0,2,0,0,0,1,8.8100
0,0,0,0,3,0,0,0,1,9.8920
0,0,0,0,4,0,0,0,1,9.4300
0,0,0,0,5,0,0,0,1,11.2550
0,0,0,0,6,0,0,0,1,11.7280
0,0,0,0,7,0,0,0,1,11.7980
0,0,0,0,0,1,0,0,1,6.6190
0,0,0,0,0,2,0,0,1,6.1790
0,0,0,0,0,3,0,0,1,6.9060
0,0,0,0,0,4,0,0,1,7.3160
0,0,0,0,0,5,0,0,1,6.8610
0,0,0,0,0,6,0,0,1,7.7630
0,0,0,0,0,7,0,0,1,7.0960
0,0,0,0,0,0,1,0,1,8.3980
0,0,0,0,0,0,2,0,1,8.6150
0,0,0,0,0,0,3,0,1,9.3170
0,0,0,0,0,0,4,0,1,9.8170
0,0,0,0,0,0,5,0,1,9.6320
0,0,0,0,0,0,6,0,1,9.8060
0,0,0,0,0,0,7,0,1,7.6900
0,0,0,0,0,0,0,1,1,15.4210
0,0,0,0,0,0,0,2,1,25.7450
0,0,0,0,0,0,0,3,1,35.3710
0,0,0,0,0,0,0,4,1,44.2160
0,0,0,0,0,0,0,5,1,53.7200
0,0,0,0,0,0,0,6,1,63.4290
0,0,0,0,0,0,0,7,1,73.5260
