"Redis-Alone","Redis-1","MMS-1","SYS-CPU","SYS-MEM","SYS-FILEIO","Network","Stream-Spark","Stream-Storm","Total,Throughput"
0,0,1,0,1,0,0,0,0,2.3700
0,0,1,0,2,0,0,0,0,3.5000
0,0,1,0,3,0,0,0,0,4.5800
0,0,1,0,4,0,0,0,0,5.4500
0,0,1,0,5,0,0,0,0,5.9500
0,0,1,0,6,0,0,0,0,6.4700
0,0,1,0,7,0,0,0,0,6.9800
0,0,1,0,0,2,0,0,0,1.4500
0,0,1,0,0,3,0,0,0,3.1600
0,0,1,0,0,4,0,0,0,1.5800
0,0,1,0,0,5,0,0,0,1.8400
0,0,1,0,0,6,0,0,0,1.6900
0,0,1,0,0,7,0,0,0,2.8200
0,0,1,0,0,0,2,0,0,1.9700
0,0,1,0,0,0,3,0,0,1.9700
0,0,1,0,0,0,4,0,0,2.2200
0,0,1,0,0,0,6,0,0,4.1200
0,0,1,0,0,0,7,0,0,3.1300
0,0,1,0,0,0,0,1,0,10.2780
0,0,1,0,0,0,0,2,0,18.4600
0,0,1,0,0,0,0,3,0,27.8680
0,0,1,0,0,0,0,4,0,36.3240
0,0,1,0,0,0,0,5,0,49.5550
0,0,1,0,0,0,0,6,0,49.3080
0,0,1,0,0,0,0,7,0,55.4270
0,0,1,0,0,0,0,0,1,3.4460
0,0,1,0,0,0,0,0,3,7.0440
0,0,1,0,0,0,0,0,4,8.9970
0,0,1,0,0,0,0,0,5,9.1080
0,0,1,0,0,0,0,0,6,35.4130
0,0,1,0,0,0,0,0,7,13.4310
1,0,0,1,0,0,0,0,0,3.2500
2,0,0,1,0,0,0,0,0,4.4300
3,0,0,1,0,0,0,0,0,5.4600
4,0,0,1,0,0,0,0,0,6.1100
5,0,0,1,0,0,0,0,0,6.4500
6,0,0,1,0,0,0,0,0,7.1600
7,0,0,1,0,0,0,0,0,7.7600
0,1,0,1,0,0,0,0,0,3.2700
0,2,0,1,0,0,0,0,0,4.6100
0,3,0,1,0,0,0,0,0,5.6700
0,4,0,1,0,0,0,0,0,6.0200
0,5,0,1,0,0,0,0,0,6.4500
0,7,0,1,0,0,0,0,0,7.9300
0,0,1,1,0,0,0,0,0,3.3500
0,0,2,1,0,0,0,0,0,4.6300
0,0,3,1,0,0,0,0,0,5.9400
0,0,4,1,0,0,0,0,0,6.8300
0,0,5,1,0,0,0,0,0,8.1200
0,0,6,1,0,0,0,0,0,9.3300
0,0,7,1,0,0,0,0,0,10.5900
0,0,0,2,0,0,0,0,0,4.0900
0,0,0,3,0,0,0,0,0,6.1400
0,0,0,4,0,0,0,0,0,8.2400
0,0,0,5,0,0,0,0,0,9.4000
0,0,0,6,0,0,0,0,0,10.6100
0,0,0,7,0,0,0,0,0,11.7300
0,0,0,8,0,0,0,0,0,12.9100
0,0,0,1,1,0,0,0,0,3.1600
0,0,0,1,2,0,0,0,0,4.2600
0,0,0,1,3,0,0,0,0,5.3800
0,0,0,1,4,0,0,0,0,5.6600
0,0,0,1,5,0,0,0,0,6.1800
0,0,0,1,6,0,0,0,0,6.7100
0,0,0,1,7,0,0,0,0,7.2100
0,0,0,1,0,1,0,0,0,2.4300
0,0,0,1,0,2,0,0,0,3.8700
0,0,0,1,0,3,0,0,0,3.9800
0,0,0,1,0,4,0,0,0,2.2500
0,0,0,1,0,5,0,0,0,2.2600
0,0,0,1,0,6,0,0,0,2.5000
0,0,0,1,0,7,0,0,0,3.8500
0,0,0,1,0,0,1,0,0,4.2000
0,0,0,1,0,0,2,0,0,3.1300
0,0,0,1,0,0,3,0,0,3.2400
0,0,0,1,0,0,4,0,0,2.8300
0,0,0,1,0,0,5,0,0,3.4700
0,0,0,1,0,0,6,0,0,3.1800
0,0,0,1,0,0,7,0,0,2.8500
0,0,0,1,0,0,0,1,0,10.9650
0,0,0,1,0,0,0,2,0,19.8580
0,0,0,1,0,0,0,3,0,31.1650
0,0,0,1,0,0,0,4,0,35.9440
0,0,0,1,0,0,0,5,0,50.4460
0,0,0,1,0,0,0,6,0,49.4530
0,0,0,1,0,0,0,7,0,55.0220
0,0,0,1,0,0,0,0,1,8.4380
0,0,0,1,0,0,0,0,2,5.8170
0,0,0,1,0,0,0,0,3,8.7450
0,0,0,1,0,0,0,0,4,9.2530
0,0,0,1,0,0,0,0,5,12.4260
0,0,0,1,0,0,0,0,6,36.4420
0,0,0,1,0,0,0,0,7,14.0970
1,0,0,0,1,0,0,0,0,2.2400
2,0,0,0,1,0,0,0,0,3.4700
3,0,0,0,1,0,0,0,0,4.5600
4,0,0,0,1,0,0,0,0,5.2800
5,0,0,0,1,0,0,0,0,5.6700
6,0,0,0,1,0,0,0,0,6.4300
7,0,0,0,1,0,0,0,0,7.1600
0,1,0,0,1,0,0,0,0,2.2800
0,2,0,0,1,0,0,0,0,3.5900
0,3,0,0,1,0,0,0,0,4.5500
0,4,0,0,1,0,0,0,0,5.2600
0,5,0,0,1,0,0,0,0,5.9500
0,7,0,0,1,0,0,0,0,7.0100
0,0,1,0,1,0,0,0,0,2.3700
0,0,2,0,1,0,0,0,0,3.6400
0,0,3,0,1,0,0,0,0,4.9700
0,0,4,0,1,0,0,0,0,5.9600
0,0,5,0,1,0,0,0,0,7.2800
0,0,6,0,1,0,0,0,0,8.4400
0,0,7,0,1,0,0,0,0,9.4700
0,0,0,1,1,0,0,0,0,3.1600
0,0,0,2,1,0,0,0,0,5.2300
0,0,0,3,1,0,0,0,0,7.3100
0,0,0,4,1,0,0,0,0,8.5400
0,0,0,5,1,0,0,0,0,9.6700
0,0,0,6,1,0,0,0,0,10.8600
0,0,0,0,1,0,0,0,0,1.1000
0,0,0,0,2,0,0,0,0,2.1800
0,0,0,0,3,0,0,0,0,3.3000
0,0,0,0,4,0,0,0,0,4.4300
0,0,0,0,5,0,0,0,0,4.9100
0,0,0,0,6,0,0,0,0,5.4800
0,0,0,0,7,0,0,0,0,5.9800
0,0,0,0,8,0,0,0,0,6.5100
0,0,0,0,1,1,0,0,0,2.2900
0,0,0,0,1,2,0,0,0,1.2400
0,0,0,0,1,3,0,0,0,1.2600
0,0,0,0,1,4,0,0,0,2.6700
0,0,0,0,1,5,0,0,0,1.2210
0,0,0,0,1,6,0,0,0,1.5300
0,0,0,0,1,7,0,0,0,1.6800
0,0,0,0,1,0,1,0,0,1.3900
0,0,0,0,1,0,2,0,0,1.8200
0,0,0,0,1,0,3,0,0,2.0500
0,0,0,0,1,0,4,0,0,2.1000
0,0,0,0,1,0,6,0,0,2.3900
0,0,0,0,1,0,7,0,0,2.8600
0,0,0,0,1,0,0,1,0,11.0420
0,0,0,0,1,0,0,2,0,18.7630
0,0,0,0,1,0,0,3,0,26.8800
0,0,0,0,1,0,0,4,0,39.8090
0,0,0,0,1,0,0,6,0,47.6710
0,0,0,0,1,0,0,7,0,68.0660
0,0,0,0,1,0,0,0,1,2.9100
0,0,0,0,1,0,0,0,2,4.8080
0,0,0,0,1,0,0,0,3,6.2980
0,0,0,0,1,0,0,0,4,7.7560
0,0,0,0,1,0,0,0,6,11.3800
0,0,0,0,1,0,0,0,7,41.1690
1,0,0,0,0,1,0,0,0,1.3400
2,0,0,0,0,1,0,0,0,2.2700
3,0,0,0,0,1,0,0,0,3.4800
4,0,0,0,0,1,0,0,0,5.9700
5,0,0,0,0,1,0,0,0,5.4800
7,0,0,0,0,1,0,0,0,6.3800
0,1,0,0,0,1,0,0,0,2.7100
0,2,0,0,0,1,0,0,0,3.6700
0,3,0,0,0,1,0,0,0,3.6300
0,4,0,0,0,1,0,0,0,4.8900
0,5,0,0,0,1,0,0,0,6.4600
0,6,0,0,0,1,0,0,0,5.8100
0,7,0,0,0,1,0,0,0,6.7800
0,0,2,0,0,1,0,0,0,4.0700
0,0,3,0,0,1,0,0,0,4.2300
0,0,4,0,0,1,0,0,0,5.2700
0,0,5,0,0,1,0,0,0,6.4800
0,0,6,0,0,1,0,0,0,8.1700
0,0,7,0,0,1,0,0,0,7.9200
0,0,0,1,0,1,0,0,0,2.4300
0,0,0,2,0,1,0,0,0,4.1900
0,0,0,3,0,1,0,0,0,6.4600
0,0,0,4,0,1,0,0,0,8.3200
0,0,0,5,0,1,0,0,0,9.8200
0,0,0,6,0,1,0,0,0,11.7500
0,0,0,7,0,1,0,0,0,11.8800
0,0,0,0,1,1,0,0,0,2.2900
0,0,0,0,2,1,0,0,0,2.2800
0,0,0,0,4,1,0,0,0,4.8600
0,0,0,0,5,1,0,0,0,5.9500
0,0,0,0,6,1,0,0,0,6.7100
0,0,0,0,7,1,0,0,0,6.2900
0,0,0,0,0,1,0,0,0,0.0700
0,0,0,0,0,2,0,0,0,0.2100
0,0,0,0,0,3,0,0,0,1.9200
0,0,0,0,0,4,0,0,0,0.2800
0,0,0,0,0,6,0,0,0,0.2400
0,0,0,0,0,7,0,0,0,0.1200
0,0,0,0,0,8,0,0,0,0.3100
0,0,0,0,0,1,1,0,0,0.5000
0,0,0,0,0,1,2,0,0,1.1200
0,0,0,0,0,1,3,0,0,0.8600
0,0,0,0,0,1,4,0,0,1.2600
0,0,0,0,0,1,5,0,0,2.1900
0,0,0,0,0,1,6,0,0,0.9700
0,0,0,0,0,1,7,0,0,1.6300
0,0,0,0,0,1,0,1,0,9.0870
0,0,0,0,0,1,0,3,0,26.6770
0,0,0,0,0,1,0,4,0,35.4180
0,0,0,0,0,1,0,5,0,40.7780
0,0,0,0,0,1,0,6,0,47.8750
0,0,0,0,0,1,0,7,0,46.9530
0,0,0,0,0,1,0,0,1,6.2890
0,0,0,0,0,1,0,0,2,4.2920
0,0,0,0,0,1,0,0,3,5.4220
0,0,0,0,0,1,0,0,4,7.3890
0,0,0,0,0,1,0,0,5,9.1220
0,0,0,0,0,1,0,0,6,11.7000
0,0,0,0,0,1,0,0,7,41.5290
1,0,0,0,0,0,1,0,0,1.7100
2,0,0,0,0,0,1,0,0,2.6700
3,0,0,0,0,0,1,0,0,3.7200
4,0,0,0,0,0,1,0,0,4.6900
5,0,0,0,0,0,1,0,0,5.3600
6,0,0,0,0,0,1,0,0,5.9600
7,0,0,0,0,0,1,0,0,6.5100
0,1,0,0,0,0,1,0,0,1.7200
0,2,0,0,0,0,1,0,0,2.5300
0,5,0,0,0,0,1,0,0,5.3300
0,6,0,0,0,0,1,0,0,5.9200
0,7,0,0,0,0,1,0,0,6.7700
0,0,2,0,0,0,1,0,0,2.7700
0,0,3,0,0,0,1,0,0,4.2400
0,0,4,0,0,0,1,0,0,5.3400
0,0,5,0,0,0,1,0,0,6.7300
0,0,6,0,0,0,1,0,0,7.8900
0,0,0,1,0,0,1,0,0,4.2000
0,0,0,2,0,0,1,0,0,4.6800
0,0,0,3,0,0,1,0,0,6.5000
0,0,0,4,0,0,1,0,0,8.3900
0,0,0,5,0,0,1,0,0,9.5400
0,0,0,6,0,0,1,0,0,10.7600
0,0,0,7,0,0,1,0,0,11.8700
0,0,0,0,1,0,1,0,0,1.3900
0,0,0,0,2,0,1,0,0,2.5300
0,0,0,0,3,0,1,0,0,5.2200
0,0,0,0,4,0,1,0,0,4.6600
0,0,0,0,6,0,1,0,0,5.7600
0,0,0,0,7,0,1,0,0,6.1800
0,0,0,0,0,1,1,0,0,0.5000
0,0,0,0,0,3,1,0,0,0.6700
0,0,0,0,0,5,1,0,0,0.5680
0,0,0,0,0,6,1,0,0,1.2000
0,0,0,0,0,7,1,0,0,0.4500
0,0,0,0,0,0,1,0,0,0.5900
0,0,0,0,0,0,2,0,0,1.0400
0,0,0,0,0,0,3,0,0,3.6400
0,0,0,0,0,0,4,0,0,0.8000
0,0,0,0,0,0,7,0,0,2.7900
0,0,0,0,0,0,8,0,0,1.0200
0,0,0,0,0,0,1,1,0,9.5440
0,0,0,0,0,0,1,2,0,19.8610
0,0,0,0,0,0,1,3,0,29.7050
0,0,0,0,0,0,1,4,0,35.1620
0,0,0,0,0,0,1,5,0,41.0350
0,0,0,0,0,0,1,6,0,46.0970
0,0,0,0,0,0,1,0,1,6.2370
0,0,0,0,0,0,1,0,2,3.3960
0,0,0,0,0,0,1,0,3,16.3640
0,0,0,0,0,0,1,0,5,26.1820
0,0,0,0,0,0,1,0,6,9.9500
0,0,0,0,0,0,1,0,7,12.5640
1,0,0,0,0,0,0,1,0,10.1260
2,0,0,0,0,0,0,1,0,11.2700
3,0,0,0,0,0,0,1,0,12.4900
4,0,0,0,0,0,0,1,0,14.0190
5,0,0,0,0,0,0,1,0,12.3290
6,0,0,0,0,0,0,1,0,13.2400
7,0,0,0,0,0,0,1,0,14.0720
0,1,0,0,0,0,0,1,0,10.0730
0,2,0,0,0,0,0,1,0,12.3610
0,3,0,0,0,0,0,1,0,12.6630
0,4,0,0,0,0,0,1,0,14.2430
0,5,0,0,0,0,0,1,0,12.9760
0,6,0,0,0,0,0,1,0,13.0750
0,7,0,0,0,0,0,1,0,13.9950
0,0,1,0,0,0,0,1,0,10.2780
0,0,2,0,0,0,0,1,0,11.4010
0,0,3,0,0,0,0,1,0,12.8050
0,0,4,0,0,0,0,1,0,13.5080
0,0,5,0,0,0,0,1,0,16.1320
0,0,6,0,0,0,0,1,0,17.1380
0,0,7,0,0,0,0,1,0,18.2020
0,0,0,1,0,0,0,1,0,10.9650
0,0,0,2,0,0,0,1,0,14.0150
0,0,0,3,0,0,0,1,0,15.1550
0,0,0,4,0,0,0,1,0,15.3790
0,0,0,6,0,0,0,1,0,17.9170
0,0,0,7,0,0,0,1,0,20.0570
0,0,0,0,1,0,0,1,0,11.0420
0,0,0,0,2,0,0,1,0,11.1770
0,0,0,0,3,0,0,1,0,12.2450
0,0,0,0,5,0,0,1,0,12.0870
0,0,0,0,6,0,0,1,0,12.9220
0,0,0,0,7,0,0,1,0,15.6070
0,0,0,0,0,1,0,1,0,9.0870
0,0,0,0,0,2,0,1,0,8.1230
0,0,0,0,0,3,0,1,0,8.1980
0,0,0,0,0,4,0,1,0,9.8340
0,0,0,0,0,7,0,1,0,8.5720
0,0,0,0,0,0,1,1,0,9.5440
0,0,0,0,0,0,2,1,0,9.8560
0,0,0,0,0,0,3,1,0,9.5560
0,0,0,0,0,0,4,1,0,9.5060
0,0,0,0,0,0,5,1,0,10.6850
0,0,0,0,0,0,6,1,0,9.9130
0,0,0,0,0,0,7,1,0,10.0370
0,0,0,0,0,0,0,1,0,9.0920
0,0,0,0,0,0,0,2,0,17.2710
0,0,0,0,0,0,0,3,0,26.2210
0,0,0,0,0,0,0,6,0,48.3960
0,0,0,0,0,0,0,7,0,53.7710
0,0,0,0,0,0,0,8,0,59.5420
0,0,0,0,0,0,0,1,1,9.4540
0,0,0,0,0,0,0,1,3,14.6210
0,0,0,0,0,0,0,1,4,14.7000
0,0,0,0,0,0,0,1,5,18.0040
0,0,0,0,0,0,0,1,7,49.8000
1,0,0,0,0,0,0,0,1,3.4170
2,0,0,0,0,0,0,0,1,4.0940
3,0,0,0,0,0,0,0,1,4.7120
4,0,0,0,0,0,0,0,1,6.1870
5,0,0,0,0,0,0,0,1,10.8270
6,0,0,0,0,0,0,0,1,11.1190
7,0,0,0,0,0,0,0,1,8.1190
0,1,0,0,0,0,0,0,1,2.2830
0,2,0,0,0,0,0,0,1,8.4830
0,3,0,0,0,0,0,0,1,5.2930
0,4,0,0,0,0,0,0,1,6.1280
0,5,0,0,0,0,0,0,1,6.7630
0,6,0,0,0,0,0,0,1,8.3220
0,7,0,0,0,0,0,0,1,8.1500
0,0,1,0,0,0,0,0,1,3.4460
0,0,2,0,0,0,0,0,1,4.6720
0,0,3,0,0,0,0,0,1,9.2040
0,0,4,0,0,0,0,0,1,10.9800
0,0,5,0,0,0,0,0,1,7.7050
0,0,6,0,0,0,0,0,1,12.5070
0,0,0,1,0,0,0,0,1,8.4380
0,0,0,2,0,0,0,0,1,6.0160
0,0,0,3,0,0,0,0,1,7.3170
0,0,0,4,0,0,0,0,1,10.4930
0,0,0,5,0,0,0,0,1,14.9550
0,0,0,6,0,0,0,0,1,12.4330
0,0,0,7,0,0,0,0,1,13.9340
0,0,0,0,1,0,0,0,1,2.9100
0,0,0,0,2,0,0,0,1,4.4350
0,0,0,0,3,0,0,0,1,4.9520
0,0,0,0,4,0,0,0,1,6.6790
0,0,0,0,5,0,0,0,1,6.5770
0,0,0,0,6,0,0,0,1,10.4660
0,0,0,0,7,0,0,0,1,8.0550
0,0,0,0,0,1,0,0,1,6.2890
0,0,0,0,0,2,0,0,1,2.0640
0,0,0,0,0,3,0,0,1,1.6860
0,0,0,0,0,4,0,0,1,7.2380
0,0,0,0,0,5,0,0,1,2.2220
0,0,0,0,0,6,0,0,1,1.3430
0,0,0,0,0,7,0,0,1,3.9800
0,0,0,0,0,0,1,0,1,6.2370
0,0,0,0,0,0,2,0,1,6.5510
0,0,0,0,0,0,4,0,1,2.8520
0,0,0,0,0,0,5,0,1,3.1660
0,0,0,0,0,0,6,0,1,3.0960
0,0,0,0,0,0,7,0,1,3.2260
0,0,0,0,0,0,0,1,1,9.4540
0,0,0,0,0,0,0,2,1,19.9870
0,0,0,0,0,0,0,3,1,28.1710
0,0,0,0,0,0,0,4,1,35.4000
0,0,0,0,0,0,0,5,1,42.2330
0,0,0,0,0,0,0,6,1,47.9460
0,0,0,0,0,0,0,7,1,49.4500
0,0,0,0,0,0,0,0,1,1.6750
0,0,0,0,0,0,0,0,2,3.5830
0,0,0,0,0,0,0,0,3,6.2210
0,0,0,0,0,0,0,0,4,7.2920
0,0,0,0,0,0,0,0,5,8.2080
0,0,0,0,0,0,0,0,6,9.8040
0,0,0,0,0,0,0,0,7,11.6200
