"Redis-Alone","Redis-1","MMS-1","Checksum","ISR","YCSB","Scene-Detect","Stream-Spark","Stream-Storm"
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.7206,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.0000,0.0000,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.0000,0.0000,1.0092,0.0000
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.9826,0.0000
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.9828,0.0000
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.9758,0.0000
0.0000,0.0000,0.0000,0.0000,1.2222,0.0000,0.0000,0.9775,0.0000
0.0000,0.0000,0.0000,0.0000,1.0833,0.0000,0.0000,0.9527,0.0000
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.0000,0.9763
0.0000,0.0000,0.0000,0.0000,1.0833,0.0000,0.0000,0.0000,1.0469
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.0000,0.9401
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.0000,0.9829
0.0000,0.0000,0.0000,0.0000,1.0833,0.0000,0.0000,0.0000,0.9778
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.0000,0.9789
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.0000,0.9763
1.0855,0.0000,0.0000,0.0000,0.0000,0.9162,0.0000,0.0000,0.0000
0.9744,0.0000,0.0000,0.0000,0.0000,0.8358,0.0000,0.0000,0.0000
0.8917,0.0000,0.0000,0.0000,0.0000,0.7259,0.0000,0.0000,0.0000
0.8162,0.0000,0.0000,0.0000,0.0000,0.6962,0.0000,0.0000,0.0000
0.7778,0.0000,0.0000,0.0000,0.0000,0.6518,0.0000,0.0000,0.0000
0.7450,0.0000,0.0000,0.0000,0.0000,0.6405,0.0000,0.0000,0.0000
0.7302,0.0000,0.0000,0.0000,0.0000,0.7035,0.0000,0.0000,0.0000
0.0000,1.0690,0.0000,0.0000,0.0000,0.8516,0.0000,0.0000,0.0000
0.0000,0.9741,0.0000,0.0000,0.0000,0.8127,0.0000,0.0000,0.0000
0.0000,0.8879,0.0000,0.0000,0.0000,0.7216,0.0000,0.0000,0.0000
0.0000,0.8448,0.0000,0.0000,0.0000,0.7764,0.0000,0.0000,0.0000
0.0000,0.7845,0.0000,0.0000,0.0000,0.6526,0.0000,0.0000,0.0000
0.0000,0.7299,0.0000,0.0000,0.0000,0.6098,0.0000,0.0000,0.0000
0.0000,0.7365,0.0000,0.0000,0.0000,0.7045,0.0000,0.0000,0.0000
0.0000,0.0000,1.0078,0.0000,0.0000,1.0120,0.0000,0.0000,0.0000
0.0000,0.0000,1.0775,0.0000,0.0000,1.0499,0.0000,0.0000,0.0000
0.0000,0.0000,1.0491,0.0000,0.0000,1.0549,0.0000,0.0000,0.0000
0.0000,0.0000,0.9864,0.0000,0.0000,0.8982,0.0000,0.0000,0.0000
0.0000,0.0000,1.0186,0.0000,0.0000,1.0100,0.0000,0.0000,0.0000
0.0000,0.0000,0.9884,0.0000,0.0000,0.8859,0.0000,0.0000,0.0000
0.0000,0.0000,0.9779,0.0000,0.0000,0.8860,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.9732,0.0000,0.9791,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.8188,0.0000,0.8983,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.2304,0.0000,0.8714,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.9346,0.0000,0.8141,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.9020,0.0000,0.7911,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.8199,0.0000,0.7610,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.3682,0.0000,0.8161,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.8647,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.7924,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.7524,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1181,0.7852,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.6439,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0092,0.5431,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1111,0.4272,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9332,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8086,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7460,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7073,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6420,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6023,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.5487,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9075,0.9079,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8337,0.8465,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8021,0.8333,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7547,0.8377,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6788,0.6939,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6504,0.6257,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6052,0.7130,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9683,0.0000,0.9838,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9168,0.0000,0.9823,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8899,0.0000,0.9826,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9099,0.0000,0.9836,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8572,0.0000,0.9811,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8352,0.0000,0.9626,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8568,0.0000,0.9599,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8731,0.0000,0.0000,1.0292
0.0000,0.0000,0.0000,0.0000,0.0000,0.8194,0.0000,0.0000,1.1524
0.0000,0.0000,0.0000,0.0000,0.0000,0.7986,0.0000,0.0000,1.1962
0.0000,0.0000,0.0000,0.0000,0.0000,0.7370,0.0000,0.0000,0.9104
0.0000,0.0000,0.0000,0.0000,0.0000,0.7033,0.0000,0.0000,1.0250
0.0000,0.0000,0.0000,0.0000,0.0000,0.6556,0.0000,0.0000,0.9884
0.0000,0.0000,0.0000,0.0000,0.0000,0.5915,0.0000,0.0000,0.9087
1.0513,0.0000,0.0000,0.0000,0.0000,0.0000,0.9386,0.0000,0.0000
0.9829,0.0000,0.0000,0.0000,0.0000,0.0000,0.9430,0.0000,0.0000
0.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.8202,0.0000,0.0000
0.8291,0.0000,0.0000,0.0000,0.0000,0.0000,0.8158,0.0000,0.0000
0.8017,0.0000,0.0000,0.0000,0.0000,0.0000,0.7807,0.0000,0.0000
0.7764,0.0000,0.0000,0.0000,0.0000,0.0000,0.7456,0.0000,0.0000
0.7228,0.0000,0.0000,0.0000,0.0000,0.0000,0.6447,0.0000,0.0000
0.0000,1.0862,0.0000,0.0000,0.0000,0.0000,0.9342,0.0000,0.0000
0.0000,0.9914,0.0000,0.0000,0.0000,0.0000,0.9386,0.0000,0.0000
0.0000,0.9023,0.0000,0.0000,0.0000,0.0000,0.8509,0.0000,0.0000
0.0000,0.8125,0.0000,0.0000,0.0000,0.0000,0.8026,0.0000,0.0000
0.0000,0.8000,0.0000,0.0000,0.0000,0.0000,0.7895,0.0000,0.0000
0.0000,0.7701,0.0000,0.0000,0.0000,0.0000,0.7368,0.0000,0.0000
0.0000,0.7254,0.0000,0.0000,0.0000,0.0000,0.6711,0.0000,0.0000
0.0000,0.0000,1.0465,0.0000,0.0000,0.0000,0.6447,0.0000,0.0000
0.0000,0.0000,0.9922,0.0000,0.0000,0.0000,0.5921,0.0000,0.0000
0.0000,0.0000,0.9974,0.0000,0.0000,0.0000,0.8904,0.0000,0.0000
0.0000,0.0000,0.9477,0.0000,0.0000,0.0000,0.9825,0.0000,0.0000
0.0000,0.0000,0.9411,0.0000,0.0000,0.0000,0.9737,0.0000,0.0000
0.0000,0.0000,0.9987,0.0000,0.0000,0.0000,0.9298,0.0000,0.0000
0.0000,0.0000,0.9698,0.0000,0.0000,0.0000,0.8684,0.0000,0.0000
0.0000,0.0000,0.0000,0.9799,0.0000,0.0000,0.9518,0.0000,0.0000
0.0000,0.0000,0.0000,0.3926,0.0000,0.0000,0.4474,0.0000,0.0000
0.0000,0.0000,0.0000,0.3960,0.0000,0.0000,0.4430,0.0000,0.0000
0.0000,0.0000,0.0000,0.5453,0.0000,0.0000,0.5965,0.0000,0.0000
0.0000,0.0000,0.0000,0.1826,0.0000,0.0000,0.2325,0.0000,0.0000
0.0000,0.0000,0.0000,0.7942,0.0000,0.0000,0.7675,0.0000,0.0000
0.0000,0.0000,0.0000,0.1266,0.0000,0.0000,0.1667,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.0000,0.9693,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.8904,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.8114,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7544,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9944,0.0000,0.6886,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9769,0.0000,0.6228,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9722,0.0000,0.5439,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9075,0.9079,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8275,0.9167,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7604,0.8640,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7043,0.8246,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6705,0.7807,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6191,0.7237,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.5734,0.6404,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9123,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9152,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7950,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7307,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8019,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5771,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5044,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8684,1.0026,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9737,0.9825,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9737,0.9825,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8991,0.9795,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9474,0.9775,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8860,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8991,0.9768,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9518,0.0000,0.9054
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9254,0.0000,0.8244
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9211,0.0000,0.9488
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6535,0.0000,0.9593
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7149,0.0000,1.0046
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4167,0.0000,0.9573
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7719,0.0000,0.9239
1.0855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0253,0.0000
0.9915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9954,0.0000
0.9231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9834,0.0000
0.8419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9816,0.0000
0.7915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9538,0.0000
0.7949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9824,0.0000
0.7448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,1.0948,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,1.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,0.9339,0.0000,0.0000,0.0000,0.0000,0.0000,0.9834,0.0000
0.0000,0.8384,0.0000,0.0000,0.0000,0.0000,0.0000,0.9824,0.0000
0.0000,0.8034,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,0.7845,0.0000,0.0000,0.0000,0.0000,0.0000,0.9834,0.0000
0.0000,0.7488,0.0000,0.0000,0.0000,0.0000,0.0000,0.9812,0.0000
0.0000,0.0000,0.9922,0.0000,0.0000,0.0000,0.0000,0.9846,0.0000
0.0000,0.0000,1.0155,0.0000,0.0000,0.0000,0.0000,1.0215,0.0000
0.0000,0.0000,0.9845,0.0000,0.0000,0.0000,0.0000,1.0005,0.0000
0.0000,0.0000,0.9748,0.0000,0.0000,0.0000,0.0000,0.9812,0.0000
0.0000,0.0000,0.9984,0.0000,0.0000,0.0000,0.0000,0.9846,0.0000
0.0000,0.0000,0.9897,0.0000,0.0000,0.0000,0.0000,0.9820,0.0000
0.0000,0.0000,0.9911,0.0000,0.0000,0.0000,0.0000,0.9842,0.0000
0.0000,0.0000,0.0000,0.9463,0.0000,0.0000,0.0000,0.9834,0.0000
0.0000,0.0000,0.0000,0.2752,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,0.0000,0.0000,0.4586,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,0.0000,0.0000,0.9379,0.0000,0.0000,0.0000,1.0201,0.0000
0.0000,0.0000,0.0000,0.4523,0.0000,0.0000,0.0000,0.9834,0.0000
0.0000,0.0000,0.0000,0.8400,0.0000,0.0000,0.0000,0.9829,0.0000
0.0000,0.0000,0.0000,0.3730,0.0000,0.0000,0.0000,0.9846,0.0000
0.0000,0.0000,0.0000,0.0000,1.0278,0.0000,0.0000,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,1.0139,0.0000,0.0000,0.9816,0.0000
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.9778,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,1.0833,0.0000,0.0000,0.9842,0.0000
0.0000,0.0000,0.0000,0.0000,1.1019,0.0000,0.0000,0.9379,0.0000
0.0000,0.0000,0.0000,0.0000,0.9722,0.0000,0.0000,0.9358,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.9683,0.0000,0.9838,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.8803,0.0000,1.0167,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7942,0.0000,0.9820,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7319,0.0000,0.9808,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6476,0.0000,0.9838,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6529,0.0000,0.9405,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.5958,0.0000,0.9311,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8684,1.0026,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8816,1.0172,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7120,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8684,0.9824,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7105,0.9804,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2624,0.9829,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2212,0.9842,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9885,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9896,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9825,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9820,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9714,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9751,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9711,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0047,0.8263
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.8472
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9901,1.0157
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,1.0001
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9666,0.9707
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9846,0.9914
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9812,0.9451
1.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7495
0.9744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6851
0.9031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0863
0.8120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8214
0.7795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9918
0.7507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7892
0.7070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0427
0.0000,1.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8815
0.0000,0.9957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8026
0.0000,0.8966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1352
0.0000,0.8276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1582
0.0000,0.7948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0594
0.0000,0.7615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7942
0.0000,0.7389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1622
0.0000,0.0000,1.0078,0.0000,0.0000,0.0000,0.0000,0.0000,1.0499
0.0000,0.0000,1.0349,0.0000,0.0000,0.0000,0.0000,0.0000,1.0459
0.0000,0.0000,0.9948,0.0000,0.0000,0.0000,0.0000,0.0000,1.0437
0.0000,0.0000,0.9787,0.0000,0.0000,0.0000,0.0000,0.0000,0.8214
0.0000,0.0000,0.9860,0.0000,0.0000,0.0000,0.0000,0.0000,0.7817
0.0000,0.0000,0.9793,0.0000,0.0000,0.0000,0.0000,0.0000,0.8388
0.0000,0.0000,0.9454,0.0000,0.0000,0.0000,0.0000,0.0000,1.0719
0.0000,0.0000,0.0000,0.8591,0.0000,0.0000,0.0000,0.0000,1.1395
0.0000,0.0000,0.0000,0.9329,0.0000,0.0000,0.0000,0.0000,0.9711
0.0000,0.0000,0.0000,0.4810,0.0000,0.0000,0.0000,0.0000,0.7942
0.0000,0.0000,0.0000,0.3557,0.0000,0.0000,0.0000,0.0000,0.9461
0.0000,0.0000,0.0000,0.8953,0.0000,0.0000,0.0000,0.0000,1.1342
0.0000,0.0000,0.0000,0.8658,0.0000,0.0000,0.0000,0.0000,1.2642
0.0000,0.0000,0.0000,0.3221,0.0000,0.0000,0.0000,0.0000,1.0052
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.0000,0.9763
0.0000,0.0000,0.0000,0.0000,1.0556,0.0000,0.0000,0.0000,1.1073
0.0000,0.0000,0.0000,0.0000,1.1389,0.0000,0.0000,0.0000,1.0022
0.0000,0.0000,0.0000,0.0000,0.9931,0.0000,0.0000,0.0000,1.0614
0.0000,0.0000,0.0000,0.0000,1.1111,0.0000,0.0000,0.0000,0.7725
0.0000,0.0000,0.0000,0.0000,0.9722,0.0000,0.0000,0.0000,1.0521
0.0000,0.0000,0.0000,0.0000,0.9484,0.0000,0.0000,0.0000,0.8962
0.0000,0.0000,0.0000,0.0000,0.0000,0.8731,0.0000,0.0000,1.0292
0.0000,0.0000,0.0000,0.0000,0.0000,0.8388,0.0000,0.0000,0.9461
0.0000,0.0000,0.0000,0.0000,0.0000,0.8027,0.0000,0.0000,0.9429
0.0000,0.0000,0.0000,0.0000,0.0000,0.7112,0.0000,0.0000,0.8578
0.0000,0.0000,0.0000,0.0000,0.0000,0.6793,0.0000,0.0000,1.1372
0.0000,0.0000,0.0000,0.0000,0.0000,0.6315,0.0000,0.0000,1.1290
0.0000,0.0000,0.0000,0.0000,0.0000,0.5623,0.0000,0.0000,0.9439
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9518,0.0000,0.9054
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8794,0.0000,1.0873
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7032,0.0000,0.8171
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8640,0.0000,1.1996
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4702,0.0000,1.0374
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6535,0.0000,0.7465
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2939,0.0000,1.1809
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0047,0.8263
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0202,1.2787
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9759,1.0719
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9824,1.1280
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9827,1.0936
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9651,0.8940
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9655,1.1030
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0371
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9751
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8863
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9936
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9484
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9802
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793
