"Redis-Alone","Redis-1","MMS-1","SYS-CPU","SYS-MEM","SYS-FILEIO","Network","Stream-Spark","Stream-Storm"
0.0000,0.0000,1.1400,1.7233,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.1700,1.6814,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2700,0.0000,1.1100,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,0.0000,1.1067,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.1300,0.0000,1.0850,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.0570,0.0000,0.9640,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.1200,0.0000,0.8900,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.1200,0.0000,0.8400,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2700,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000
0.0000,0.0000,1.2800,0.0000,0.0000,0.1900,0.0000,0.0000,0.0000
0.0000,0.0000,1.2800,0.0000,0.0000,0.1033,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,0.0000,0.0000,0.1450,0.0000,0.0000,0.0000
0.0000,0.0000,1.2500,0.0000,0.0000,0.2884,0.0000,0.0000,0.0000
0.0000,0.0000,1.1970,0.0000,0.0000,0.3250,0.0000,0.0000,0.0000
0.0000,0.0000,1.2500,0.0000,0.0000,0.2757,0.0000,0.0000,0.0000
0.0000,0.0000,1.2800,0.0000,0.0000,0.0000,2.0300,0.0000,0.0000
0.0000,0.0000,1.1500,0.0000,0.0000,0.0000,1.5350,0.0000,0.0000
0.0000,0.0000,1.1400,0.0000,0.0000,0.0000,1.2167,0.0000,0.0000
0.0000,0.0000,1.1400,0.0000,0.0000,0.0000,0.9425,0.0000,0.0000
0.0000,0.0000,1.1600,0.0000,0.0000,0.0000,0.7760,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.6550,0.0000,0.0000
0.0000,0.0000,1.2000,0.0000,0.0000,0.0000,0.2729,0.0000,0.0000
0.0000,0.0000,1.2800,0.0000,0.0000,0.0000,0.0000,9.9670,0.0000
0.0000,0.0000,1.2700,0.0000,0.0000,0.0000,0.0000,9.8960,0.0000
0.0000,0.0000,1.3000,0.0000,0.0000,0.0000,0.0000,9.7903,0.0000
0.0000,0.0000,1.2900,0.0000,0.0000,0.0000,0.0000,9.8417,0.0000
0.0000,0.0000,1.2600,0.0000,0.0000,0.0000,0.0000,9.7952,0.0000
0.0000,0.0000,1.2300,0.0000,0.0000,0.0000,0.0000,9.5152,0.0000
0.0000,0.0000,1.2200,0.0000,0.0000,0.0000,0.0000,9.5934,0.0000
0.0000,0.0000,1.3600,0.0000,0.0000,0.0000,0.0000,0.0000,5.1210
0.0000,0.0000,1.2800,0.0000,0.0000,0.0000,0.0000,0.0000,6.4605
0.0000,0.0000,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4640
0.0000,0.0000,1.2000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6543
0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,5.7950
0.0000,0.0000,1.2200,0.0000,0.0000,0.0000,0.0000,0.0000,5.8230
0.0000,0.0000,1.2100,0.0000,0.0000,0.0000,0.0000,0.0000,5.8060
0.0000,0.0000,0.0000,2.0400,0.0000,0.0000,0.0000,0.0000,0.0000
1.1800,0.0000,0.0000,2.0600,0.0000,0.0000,0.0000,0.0000,0.0000
1.1950,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000
1.1133,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000
1.1300,0.0000,0.0000,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000
1.0300,0.0000,0.0000,1.5900,0.0000,0.0000,0.0000,0.0000,0.0000
0.9583,0.0000,0.0000,1.5900,0.0000,0.0000,0.0000,0.0000,0.0000
0.8986,0.0000,0.0000,1.5900,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.1600,0.0000,2.0800,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.2100,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.1733,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.1200,0.0000,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.0620,0.0000,1.6300,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9533,0.0000,1.5800,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9214,0.0000,1.5900,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2700,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,2.0600,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2800,2.0500,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2525,1.8600,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2240,1.8800,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2350,1.8800,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2457,1.8500,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,1.1100,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,1.1050,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0700,1.1033,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.4900,1.0450,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.5000,0.9400,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.5100,0.8750,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.5100,0.8271,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,0.0000,1.2600,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0700,0.0000,0.9600,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0800,0.0000,0.6500,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,0.0000,0.1825,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0800,0.0000,0.0800,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0200,0.0000,0.3317,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,0.0000,0.0286,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,1.9900,0.0000,0.0000
0.0000,0.0000,0.0000,1.7400,0.0000,0.0000,1.5900,0.0000,0.0000
0.0000,0.0000,0.0000,1.6900,0.0000,0.0000,1.2167,0.0000,0.0000
0.0000,0.0000,0.0000,1.6200,0.0000,0.0000,0.9150,0.0000,0.0000
0.0000,0.0000,0.0000,1.7600,0.0000,0.0000,0.7760,0.0000,0.0000
0.0000,0.0000,0.0000,1.5600,0.0000,0.0000,0.6550,0.0000,0.0000
0.0000,0.0000,0.0000,1.9300,0.0000,0.0000,0.2814,0.0000,0.0000
0.0000,0.0000,0.0000,2.0500,0.0000,0.0000,0.0000,9.6540,0.0000
0.0000,0.0000,0.0000,2.1100,0.0000,0.0000,0.0000,9.5875,0.0000
0.0000,0.0000,0.0000,2.0600,0.0000,0.0000,0.0000,9.5750,0.0000
0.0000,0.0000,0.0000,2.0100,0.0000,0.0000,0.0000,9.8688,0.0000
0.0000,0.0000,0.0000,1.9300,0.0000,0.0000,0.0000,9.5616,0.0000
0.0000,0.0000,0.0000,1.9900,0.0000,0.0000,0.0000,9.5743,0.0000
0.0000,0.0000,0.0000,1.9100,0.0000,0.0000,0.0000,9.5183,0.0000
0.0000,0.0000,0.0000,2.0500,0.0000,0.0000,0.0000,0.0000,5.2750
0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,5.8040
0.0000,0.0000,0.0000,2.1200,0.0000,0.0000,0.0000,0.0000,5.9303
0.0000,0.0000,0.0000,1.8100,0.0000,0.0000,0.0000,0.0000,5.7290
0.0000,0.0000,0.0000,1.8100,0.0000,0.0000,0.0000,0.0000,5.6050
0.0000,0.0000,0.0000,1.8100,0.0000,0.0000,0.0000,0.0000,5.9138
0.0000,0.0000,0.0000,1.8100,0.0000,0.0000,0.0000,0.0000,5.7434
0.0000,0.0000,0.0000,0.0000,1.1200,0.0000,0.0000,0.0000,0.0000
1.2200,0.0000,0.0000,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
1.1250,0.0000,0.0000,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
1.1433,0.0000,0.0000,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
1.0825,0.0000,0.0000,0.0000,0.8200,0.0000,0.0000,0.0000,0.0000
0.9820,0.0000,0.0000,0.0000,0.8200,0.0000,0.0000,0.0000,0.0000
0.9450,0.0000,0.0000,0.0000,0.8100,0.0000,0.0000,0.0000,0.0000
0.8829,0.0000,0.0000,0.0000,0.8300,0.0000,0.0000,0.0000,0.0000
0.0000,1.2300,0.0000,0.0000,1.1100,0.0000,0.0000,0.0000,0.0000
0.0000,1.2100,0.0000,0.0000,1.1100,0.0000,0.0000,0.0000,0.0000
0.0000,1.1333,0.0000,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,1.1225,0.0000,0.0000,0.8200,0.0000,0.0000,0.0000,0.0000
0.0000,0.9960,0.0000,0.0000,0.8300,0.0000,0.0000,0.0000,0.0000
0.0000,0.9183,0.0000,0.0000,0.8200,0.0000,0.0000,0.0000,0.0000
0.0000,0.9400,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2900,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2733,0.0000,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2050,0.0000,0.9800,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2140,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2817,0.0000,1.0500,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.2243,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,1.1100,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0600,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,2.0533,1.1000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.9200,0.8600,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.8100,0.8800,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.6700,0.8600,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.6014,0.8600,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0700,1.3900,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1000,0.9450,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1000,0.3367,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0800,0.4875,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0300,0.3980,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1000,0.0223,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1100,0.0286,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1200,0.0000,2.0700,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9200,0.0000,1.4050,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,1.1833,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8400,0.0000,0.9400,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9100,0.0000,0.7700,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.7800,0.0000,0.6550,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0700,0.0000,0.1743,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1100,0.0000,0.0000,9.9290,0.0000
0.0000,0.0000,0.0000,0.0000,1.1000,0.0000,0.0000,9.4960,0.0000
0.0000,0.0000,0.0000,0.0000,1.1100,0.0000,0.0000,9.6363,0.0000
0.0000,0.0000,0.0000,0.0000,1.0400,0.0000,0.0000,9.5760,0.0000
0.0000,0.0000,0.0000,0.0000,1.0300,0.0000,0.0000,9.6002,0.0000
0.0000,0.0000,0.0000,0.0000,1.0300,0.0000,0.0000,9.5965,0.0000
0.0000,0.0000,0.0000,0.0000,1.0700,0.0000,0.0000,9.5720,0.0000
0.0000,0.0000,0.0000,0.0000,1.1300,0.0000,0.0000,0.0000,6.1460
0.0000,0.0000,0.0000,0.0000,1.0900,0.0000,0.0000,0.0000,5.6920
0.0000,0.0000,0.0000,0.0000,1.1000,0.0000,0.0000,0.0000,5.3817
0.0000,0.0000,0.0000,0.0000,0.9700,0.0000,0.0000,0.0000,5.8178
0.0000,0.0000,0.0000,0.0000,0.9600,0.0000,0.0000,0.0000,5.5458
0.0000,0.0000,0.0000,0.0000,0.9600,0.0000,0.0000,0.0000,5.7153
0.0000,0.0000,0.0000,0.0000,0.9600,0.0000,0.0000,0.0000,5.5311
0.0000,0.0000,0.0000,0.0000,0.0000,1.2100,0.0000,0.0000,0.0000
1.2300,0.0000,0.0000,0.0000,0.0000,1.2200,0.0000,0.0000,0.0000
1.0600,0.0000,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000
1.1100,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000
1.1100,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000
1.0300,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
0.9700,0.0000,0.0000,0.0000,0.0000,1.2200,0.0000,0.0000,0.0000
0.9329,0.0000,0.0000,0.0000,0.0000,1.4900,0.0000,0.0000,0.0000
0.0000,1.1300,0.0000,0.0000,0.0000,1.2600,0.0000,0.0000,0.0000
0.0000,1.1550,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000
0.0000,1.1400,0.0000,0.0000,0.0000,1.1900,0.0000,0.0000,0.0000
0.0000,1.0975,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000
0.0000,1.0660,0.0000,0.0000,0.0000,1.5400,0.0000,0.0000,0.0000
0.0000,0.9550,0.0000,0.0000,0.0000,1.2300,0.0000,0.0000,0.0000
0.0000,0.9243,0.0000,0.0000,0.0000,0.2900,0.0000,0.0000,0.0000
0.0000,0.0000,1.2700,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000
0.0000,0.0000,1.3300,0.0000,0.0000,1.1400,0.0000,0.0000,0.0000
0.0000,0.0000,1.3000,0.0000,0.0000,0.4400,0.0000,0.0000,0.0000
0.0000,0.0000,1.3400,0.0000,0.0000,0.8100,0.0000,0.0000,0.0000
0.0000,0.0000,1.2580,0.0000,0.0000,1.5300,0.0000,0.0000,0.0000
0.0000,0.0000,1.2567,0.0000,0.0000,1.3100,0.0000,0.0000,0.0000
