"Redis-1","MMS-1","Checksum","YCSB-A","YCSB-B","Scene-Detect","ISR"
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8750,2.4667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7578,2.4967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6250,2.1889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4922,2.0717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3750,1.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3047,1.8589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2969,1.7607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8516,0.0000,0.8077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6641,0.0000,0.7747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5156,0.0000,0.7344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3750,0.0000,0.6909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2656,0.0000,0.6736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1953,0.0000,0.6319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1562,0.0000,0.5934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9609,0.0000,0.0000,0.8800,0.0000,0.0000,0.0000,0.0000,0.0000
0.8750,0.0000,0.0000,0.8066,0.0000,0.0000,0.0000,0.0000,0.0000
0.8281,0.0000,0.0000,0.7579,0.0000,0.0000,0.0000,0.0000,0.0000
0.7891,0.0000,0.0000,0.7164,0.0000,0.0000,0.0000,0.0000,0.0000
0.7422,0.0000,0.0000,0.6683,0.0000,0.0000,0.0000,0.0000,0.0000
0.6484,0.0000,0.0000,0.6313,0.0000,0.0000,0.0000,0.0000,0.0000
0.5078,0.0000,0.0000,0.5722,0.0000,0.0000,0.0000,0.0000,0.0000
0.9609,0.0000,0.0000,0.0000,0.8768,0.0000,0.0000,0.0000,0.0000
0.8828,0.0000,0.0000,0.0000,0.8146,0.0000,0.0000,0.0000,0.0000
0.8281,0.0000,0.0000,0.0000,0.7671,0.0000,0.0000,0.0000,0.0000
0.7734,0.0000,0.0000,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000
0.7422,0.0000,0.0000,0.0000,0.6626,0.0000,0.0000,0.0000,0.0000
0.6445,0.0000,0.0000,0.0000,0.6277,0.0000,0.0000,0.0000,0.0000
0.5000,0.0000,0.0000,0.0000,0.5834,0.0000,0.0000,0.0000,0.0000
0.9609,0.0000,0.0000,0.0000,0.0000,0.9589,0.0000,0.0000,0.0000
0.8984,0.0000,0.0000,0.0000,0.0000,0.8927,0.0000,0.0000,0.0000
0.8594,0.0000,0.0000,0.0000,0.0000,0.8782,0.0000,0.0000,0.0000
0.8125,0.0000,0.0000,0.0000,0.0000,0.8242,0.0000,0.0000,0.0000
0.7656,0.0000,0.0000,0.0000,0.0000,0.7817,0.0000,0.0000,0.0000
0.7305,0.0000,0.0000,0.0000,0.0000,0.7363,0.0000,0.0000,0.0000
0.6797,0.0000,0.0000,0.0000,0.0000,0.6954,0.0000,0.0000,0.0000
0.9062,0.0000,0.0000,0.0000,0.0000,0.0000,1.4615,0.0000,0.0000
0.8750,0.0000,0.0000,0.0000,0.0000,0.0000,1.4231,0.0000,0.0000
0.7969,0.0000,0.0000,0.0000,0.0000,0.0000,1.4231,0.0000,0.0000
0.6484,0.0000,0.0000,0.0000,0.0000,0.0000,1.5577,0.0000,0.0000
0.4766,0.0000,0.0000,0.0000,0.0000,0.0000,1.4231,0.0000,0.0000
0.3086,0.0000,0.0000,0.0000,0.0000,0.0000,1.4231,0.0000,0.0000
0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,1.4231,0.0000,0.0000
0.8750,2.4667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8398,2.2867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7734,2.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7090,1.8933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6984,1.8133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6732,1.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6183,1.6467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9933,0.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9733,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9867,0.9341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9933,0.8929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9667,0.8846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9467,0.8462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9133,0.8132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9733,0.0000,0.9688,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9667,0.0000,0.8650,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9467,0.0000,0.8007,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9533,0.0000,0.7974,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9000,0.0000,0.7030,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.8667,0.0000,0.6357,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.8400,0.0000,0.5858,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9800,0.0000,0.0000,0.9793,0.0000,0.0000,0.0000,0.0000
0.0000,0.9733,0.0000,0.0000,0.8694,0.0000,0.0000,0.0000,0.0000
0.0000,0.9467,0.0000,0.0000,0.8195,0.0000,0.0000,0.0000,0.0000
0.0000,0.9333,0.0000,0.0000,0.7483,0.0000,0.0000,0.0000,0.0000
0.0000,0.8933,0.0000,0.0000,0.6854,0.0000,0.0000,0.0000,0.0000
0.0000,0.8667,0.0000,0.0000,0.6506,0.0000,0.0000,0.0000,0.0000
0.0000,0.8467,0.0000,0.0000,0.6037,0.0000,0.0000,0.0000,0.0000
0.0000,0.9600,0.0000,0.0000,0.0000,0.9863,0.0000,0.0000,0.0000
0.0000,0.9533,0.0000,0.0000,0.0000,0.9543,0.0000,0.0000,0.0000
0.0000,0.9600,0.0000,0.0000,0.0000,0.9193,0.0000,0.0000,0.0000
0.0000,0.9400,0.0000,0.0000,0.0000,0.8630,0.0000,0.0000,0.0000
0.0000,0.9067,0.0000,0.0000,0.0000,0.8174,0.0000,0.0000,0.0000
0.0000,0.8733,0.0000,0.0000,0.0000,0.7481,0.0000,0.0000,0.0000
0.0000,0.8400,0.0000,0.0000,0.0000,0.7156,0.0000,0.0000,0.0000
0.0000,0.9667,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,0.9533,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,0.9467,0.0000,0.0000,0.0000,0.0000,1.0385,0.0000,0.0000
0.0000,0.9200,0.0000,0.0000,0.0000,0.0000,1.0288,0.0000,0.0000
0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,1.0385,0.0000,0.0000
0.0000,0.8733,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,0.8467,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
0.8516,0.0000,0.8077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8281,0.0000,0.7473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7578,0.0000,0.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7031,0.0000,0.6484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7000,0.0000,0.6264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6576,0.0000,0.5879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6216,0.0000,0.5604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.9933,0.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
