"Redis-1","MMS-1","Checksum","YCSB-A","YCSB-B","Scene-Detect","ISR","Total-Throughput"
1,0,0,0,0,0,0,0,0,1.0000
2,0,0,0,0,0,0,0,0,1.9219
3,0,0,0,0,0,0,0,0,2.6016
4,0,0,0,0,0,0,0,0,3.1172
5,0,0,0,0,0,0,0,0,3.6250
6,0,0,0,0,0,0,0,0,4.1797
7,0,0,0,0,0,0,0,0,4.6563
8,0,0,0,0,0,0,0,0,5.2578
1,1,0,0,0,0,0,0,0,2.1302
1,2,0,0,0,0,0,0,0,3.1555
1,3,0,0,0,0,0,0,0,4.0255
1,4,0,0,0,0,0,0,0,4.7027
1,5,0,0,0,0,0,0,0,5.2788
1,6,0,0,0,0,0,0,0,6.0101
1,7,0,0,0,0,0,0,0,6.6405
1,0,1,0,0,0,0,0,0,1.6648
1,0,2,0,0,0,0,0,0,2.2256
1,0,3,0,0,0,0,0,0,2.7529
1,0,4,0,0,0,0,0,0,3.1666
1,0,5,0,0,0,0,0,0,3.5197
1,0,6,0,0,0,0,0,0,3.9437
1,0,7,0,0,0,0,0,0,4.1430
1,0,0,1,0,0,0,0,0,1.8197
1,0,0,2,0,0,0,0,0,2.4388
1,0,0,3,0,0,0,0,0,3.0763
1,0,0,4,0,0,0,0,0,3.5033
1,0,0,5,0,0,0,0,0,3.8559
1,0,0,6,0,0,0,0,0,4.1970
1,0,0,7,0,0,0,0,0,4.3677
1,0,0,0,1,0,0,0,0,1.8279
1,0,0,0,2,0,0,0,0,2.4641
1,0,0,0,3,0,0,0,0,3.0229
1,0,0,0,4,0,0,0,0,3.4810
1,0,0,0,5,0,0,0,0,3.8531
1,0,0,0,6,0,0,0,0,4.1992
1,0,0,0,7,0,0,0,0,4.3531
1,0,0,0,0,1,0,0,0,1.9009
1,0,0,0,0,2,0,0,0,2.6101
1,0,0,0,0,3,0,0,0,3.3572
1,0,0,0,0,4,0,0,0,3.9721
1,0,0,0,0,5,0,0,0,4.4394
1,0,0,0,0,6,0,0,0,4.8467
1,0,0,0,0,7,0,0,0,5.2411
1,0,0,0,0,0,1,0,0,2.3293
1,0,0,0,0,0,2,0,0,3.6236
1,0,0,0,0,0,3,0,0,4.9002
1,0,0,0,0,0,4,0,0,6.7303
1,0,0,0,0,0,5,0,0,7.3362
1,0,0,0,0,0,6,0,0,8.4529
1,0,0,0,0,0,7,0,0,9.6434
1,1,0,0,0,0,0,0,0,2.1302
2,1,0,0,0,0,0,0,0,2.8818
